18449,2520.9541,-1610.8210,54.7345,0.0000,306.7150,0.8594
18449,2558.3713,-1610.6698,114.3982,0.0000,298.1206,0.0000
18449,2595.8835,-1610.6539,184.5256,0.0000,298.1206,0.0000
18449,2632.8396,-1610.6309,253.7211,0.0000,298.1206,0.0000
18449,2670.2693,-1610.6257,323.7372,0.0000,298.1206,0.0000
18449,2707.6824,-1610.6024,393.6658,0.0000,298.1206,0.0000
18449,2744.4993,-1610.6088,462.5435,0.0000,298.1206,0.0000
18449,2782.0684,-1610.5925,532.8621,0.0000,298.1206,0.0000
18449,2819.6699,-1610.5679,603.2286,0.0000,298.1206,0.0000
18449,2856.9753,-1610.5376,673.0189,0.0000,298.1206,0.0000
18449,2894.5356,-1610.5482,743.3477,0.0000,298.1206,0.0000
18449,2932.0188,-1610.6125,813.4912,0.0000,298.1206,0.0000
18449,2979.2112,-1610.5981,876.7773,0.0000,315.3093,0.0000
18449,3035.8696,-1610.5890,932.8416,0.0000,315.3093,0.0000
18449,3091.9768,-1610.5883,988.3503,0.0000,315.3093,0.0000
18449,3148.2869,-1610.5679,1044.0637,0.0000,315.3093,0.0000
18449,3204.7615,-1610.5299,1099.9456,0.0000,315.3093,0.0000
18449,3261.4958,-1610.5055,1156.0834,0.0000,315.3093,0.0000
18449,3325.5532,-1610.4595,1202.0547,0.0000,333.3575,0.0000
18449,3396.6646,-1610.4713,1237.7325,0.0000,333.3575,0.0000
18449,3467.6904,-1610.5023,1273.3676,0.0000,333.3575,0.0000
18449,3538.1736,-1610.5227,1308.7449,0.0000,333.3575,0.0000
18449,3607.8508,-1610.5436,1343.7198,0.0000,333.3575,0.0000
18449,3679.0918,-1610.5148,1379.4767,0.0000,333.3575,0.0000
18449,3750.2859,-1610.4646,1415.2097,0.0000,333.3575,0.0000
18449,3825.7336,-1610.4839,1436.6946,0.0000,354.8434,0.0000
4639,3865.6023,-1601.0863,1442.3084,0.0000,0.0000,89.2774
3627,3939.5134,-1607.8434,1444.4513,0.0000,0.0000,0.0000
18449,2532.5139,-1610.6694,71.6908,0.0000,317.8877,1.7189
18449,2526.8171,-1610.8329,67.2572,0.0000,328.2009,1.7189
18449,2523.7686,-1610.9111,65.1158,0.0000,342.8113,1.7189
18449,2513.1240,-1611.2356,61.7643,0.0000,354.8434,1.7189
18449,2496.6313,-1611.7927,61.3713,0.0000,4.2972,1.7189
18449,2495.8384,-1611.8748,62.0968,0.0000,12.0321,1.7189
18449,2487.4050,-1612.0728,65.9149,0.0000,22.3454,1.7189
18449,2502.7729,-1611.6041,55.0266,0.0000,38.6747,1.7189
