8357,-1354.0648,-47.8366,13.2906,0.0000,0.0000,134.0722
8357,-1355.9480,-45.8624,13.3021,0.0000,356.5623,134.0722
8357,-1361.6316,-40.0481,14.2471,0.0000,347.9679,134.0722
8357,-1370.2949,-30.9405,17.6684,0.0000,338.5141,134.0722
8357,-1378.0183,-22.8472,23.6642,0.0000,323.0442,134.0722
8357,-1385.9910,-14.4542,34.7132,0.0000,308.4338,134.0722
8357,-1391.4053,-8.9477,46.4125,0.0000,296.4017,134.0722
8357,-1394.7899,-5.6382,53.7364,0.0000,287.8074,134.0722
8357,-1412.9927,12.9504,72.7641,0.0000,0.0000,134.0722
8357,-1347.9955,-54.2254,13.2943,0.0000,9.4538,134.0722
8357,-1339.0677,-63.4124,16.0851,0.0000,22.3454,134.0722
8357,-1330.4059,-72.6219,22.4829,0.0000,39.5341,134.0722
8357,-1323.2266,-80.0912,32.3496,0.0000,56.7228,134.0722
8357,-1318.8126,-84.4930,42.5178,0.0000,69.6143,134.0722
8357,-1315.0927,-87.2354,56.0738,0.0000,77.3492,134.0722
8357,-1298.1511,-104.7011,75.4835,0.0000,0.0000,134.0722
8357,-1220.9902,-29.8547,-30.8877,89.3814,0.0000,134.0722
8357,-1336.0188,87.5196,-33.6073,89.3814,0.0000,134.0722
8357,-1489.7053,-61.3451,-33.5838,89.3814,0.0000,314.4499
8357,-1374.0624,-178.4997,-30.8844,90.2408,0.0000,314.4499
8357,-1426.7369,27.1358,33.2178,0.0000,89.3814,134.0722
8357,-1426.8370,27.2725,52.7771,0.0000,90.2409,134.0722
8357,-1284.0177,-118.4902,32.4178,0.0000,270.6186,134.0722
8357,-1284.1558,-118.6878,55.7334,0.0000,270.6186,134.0722
6448,-1379.3080,-137.2861,37.4403,0.0000,0.0000,223.4537
9570,-1285.4780,-145.5307,59.5346,0.0000,0.0000,224.3131
1633,-1224.1101,-54.8009,76.6432,3.4377,0.0000,224.2089
1633,-1221.0846,-51.9579,76.6682,3.4377,0.0000,224.2089
1633,-1218.1294,-49.0821,76.6682,3.4377,0.0000,224.2089
1633,-1215.1968,-46.2346,76.6682,3.4377,0.0000,224.2089
6448,-1440.7117,-72.3283,17.7853,0.0000,0.0000,223.4537
978,-1368.8894,-211.9985,44.4217,0.0000,0.0000,314.5538
978,-1358.0934,-222.6052,44.4256,0.0000,0.0000,314.5538
978,-1343.9521,-223.9980,44.4278,0.0000,0.0000,43.9350
978,-1192.5769,-77.1683,78.7342,0.0000,0.0000,43.9350
978,-1192.9556,-66.2148,78.7855,0.0000,0.0000,134.1759
978,-1203.8396,-54.9212,78.8056,0.0000,0.0000,134.1759
978,-1393.7468,-159.4338,38.7453,0.0000,15.4699,132.3533
978,-1388.9188,-164.6283,40.5928,0.0000,15.4699,132.3533
978,-1483.3456,-100.5466,14.0387,0.0000,0.0000,46.4097
978,-1510.0142,-53.3154,14.3871,0.0000,0.0000,225.9279
978,-1492.9974,-110.8237,13.9887,0.0000,0.0000,46.4097
978,-1518.8693,-62.6429,14.1152,0.0000,0.0000,225.9279
978,-1527.8447,-71.4184,13.9887,0.0000,0.0000,225.9279
978,-1527.2260,-83.0951,13.9887,0.0000,0.0000,316.1688
978,-1517.5435,-92.8178,13.9887,0.0000,0.0000,316.1688
978,-1506.9059,-103.5542,13.9887,0.0000,0.0000,316.1688
987,-1314.2322,64.7201,13.1484,0.0000,0.0000,136.5463
987,-1305.6039,56.4539,13.1484,0.0000,0.0000,136.5463
987,-1296.9565,48.1812,13.1484,0.0000,0.0000,136.5463
987,-1289.7554,39.4214,13.1484,0.0000,0.0000,129.6709
987,-1235.2478,-16.0229,13.1484,0.0000,0.0000,136.5463
987,-1243.9325,-7.8096,13.1484,0.0000,0.0000,136.5463
987,-1252.5472,0.3627,13.1484,0.0000,0.0000,136.5463
987,-1475.2087,-75.1436,13.1484,0.0000,0.0000,320.4659
987,-1466.0289,-82.7229,13.1484,0.0000,0.0000,317.8876
987,-1457.1256,-90.7134,13.0984,0.0000,0.0000,314.4499
987,-1459.5332,-117.2687,13.1484,0.0000,0.0000,312.7310
987,-1467.0046,-109.2454,13.1484,0.0000,0.0000,312.7310
978,-1470.5059,-105.7400,13.9887,0.0000,0.0000,134.9317
983,-1452.4246,-95.6131,19.9833,0.0000,0.0000,43.8313
987,-1395.9971,-155.8127,24.4375,0.0000,0.0000,312.7310
987,-1402.3563,-149.3762,24.4375,0.0000,0.0000,312.7310
987,-1439.1454,-113.1024,14.3467,0.0000,0.0000,133.1086
8210,-1441.8394,-148.6349,13.4745,0.0000,0.0000,291.2451
8210,-1393.8751,-173.5524,14.4995,0.0000,0.0000,27.5020
8229,-1425.0939,-123.5102,15.1012,0.0000,0.0000,320.4659
7304,-1314.0505,-102.1568,78.3640,0.0000,0.0000,313.5905
7304,-1404.1049,4.1738,75.6367,0.0000,0.0000,134.0722
10236,-1502.0317,-52.1648,34.5855,0.0000,0.0000,42.1124
